our_code	producer_code	name	producer	quantity	price	ean
0ZA507175-1	507175-1	ZAWOR IGLICOWY ZWYKLY PN FABR.	POLONEZ/FSO	0	7,60	
0ZAZ-01	Z-01	ZAPINACZ BURTY WASKI     .........	POLONEZ/FSO	20	3,40	5907803305019
0ZAZ-01A	Z-01A	ZAPINACZ BURTY SZEROKI   .........	POLONEZ/FSO	15	7,52	5907803305026
0ZAZB-01+Z-01	ZB-01+Z-01	ZACZEP Z ZAPINACZEM BURTY /ZESTAW/2+2	POLONEZ/FSO	18	45,16	5907803306016
0ZAZBBTP	ZBBTP	ZAWIAS BURTY BOCZNEJ TRUCK PLUS........	POLONEZ/FSO	0	19,58	
0ZB0062570/1	0062570/1	ZBIORNIK PAL.TRUCK WTRYSK JAZGARZEW..	POLONEZ/FSO	0	199,23	MTRL000010
0ZB011272/1	011272/1	ZBIORNIK PAL.FSO N.T. JAZGARZEW......	POLONEZ/FSO	0	110,49	MTRL000006
0ZB051617	051617	ZBIORNIK PAL.PN ABIMEX M.P-PA JAZGARZEW	POLONEZ/FSO	0	118,32	
0ZB053470/1	053470/1	ZBIORNIK PAL.PN CARO  JAZGARZEW......	POLONEZ/FSO	0	118,32	
0ZB060079/1	060079/1	ZBIORNIK PAL.PN WTR.DUZA P-PA+PRZEL.JAZG	POLONEZ/FSO	0	118,32	MTRL000008
0ZB062570/1	062570/1	ZBIORNIK PAL.TRUCK JAZGARZEW GAZ/DIESEL	POLONEZ/FSO	0	161,00	
0ZB063648/1	063648/1	ZBIORNIK PAL.PN ATU-B/PRZEL.SPI JAZGARZ	POLONEZ/FSO	0	118,32	063648/MR
0ZB066232/1	066232/1	ZBIORNIK PAL.PN ATU PLUS-Z PRZEL.GSI-JAZ	POLONEZ/FSO	0	118,32	
0ZB077017	077017	ZBIORNIK PAL.PN CARO PLUS B/PRZEL.JAZGAR	POLONEZ/FSO	0	104,40	MTRL000009
0ZB146.00.00	146.00.00	ZBIORNIK WYROW.CHLODNICY MR 93 Z KORKIEM	POLONEZ/FSO	0	46,34	
0ZB201200013	201200013	ZBIORNIK SPRYSKIWACZA Z POMPKA PN   ....	POLONEZ/FSO	0	41,41	
0ZB235020000	235020000	ZBIORNIK SPRYSKIWACZY ST.TYP FSO ZUK   .	POLONEZ/FSO	0	15,48	
0ZB4253852/1	4253852/1	ZBIORNIK PAL.FSO  JAZGARZEW..........	POLONEZ/FSO	0	118,32	MTRL000007
0ZB4368006/1	4368006/1	ZBIORNIK PAL. PN  JAZGARZEW .........	POLONEZ/FSO	0	104,40	
0ZE0063580/1	0063580/1	ZESTAW H-CA PRZOD-GUMKI PN LUCAS RZEMIOS	POLONEZ/FSO	0	4,64	
MOT16ZWUK01	16ZWUK01	ZESTAW NAPR.WSPOR.UKL.KIER.FSO 16ZWUK01	MOTOTECHNIKA	14	36,47	5906031420471
0ZE03-590	03-590	ZESTAW USZ.SIL.PN B/U.GLOW.+U.MISY GUMOW	POLONEZ/FSO	2	27,10	5901874260079
0ZE03-64	03-64	ZESTAW USZCZ.SIL.PN 1.5 Z USZCZ.RZEM!!!!	POLONEZ/FSO	0	79,44	5901874263643
0ZE03-65	03-65	ZESTAW USZCZ.SIL.PN 1.6 Z USZCZ.RZEM!!!!	POLONEZ/FSO	5	82,12	5901874263650
0ZE03-69	03-69	ZESTAW USZCZ.MISY OL. PN  ST!!! RZEM!!	POLONEZ/FSO	5	6,63	5901874263698
0ZE03-72	03-72	ZESTAW USZ.GAZ.+P.PAL.+AP.ZAP.FSO/PN....	POLONEZ/FSO	13	4,68	5901874263728
0ZE030042	030042	ZESTAW ZACISKU H-CA PRZOD LUCAS Z TLOKIE	POLONEZ/FSO	0	16,97	
0ZE063589/1	063589/1	ZESTAW SPREZ.SZCZ.H-CA PN LUC./0319/RZEM	POLONEZ/FSO	19	6,84	5907555340528
0ZE063590/1	063590/1	ZESTAW MOC.SZCZEK LUCAS /0319E/ GWOZDZIE	POLONEZ/FSO	26	6,31	5907555340498
0ZE10250-02	10250-02	ZESTAW NAPRAWCZY P-PY PALIWA AKOR!! ...	POLONEZ/FSO	>30	28,86	5908213901228
0ZE1900057/1	1900057/1	ZESTAW ZACISKU H-CA P.Z TLOKIEM PN RZEMO	POLONEZ/FSO	0	13,49	
0ZE1900058/1	1900058/1	ZESTAW H-CA PRZOD GUMKI PN RZEMIOSLO	POLONEZ/FSO	0	4,06	
0ZE1900058/2	1900058/2	ZESTAW H-CA PRZOD GUMKI INCO PN/FSO	POLONEZ/FSO	0	6,96	
0ZE1900332/1	1900332/1	ZESTAW ZACISKU H-CA TYL Z TLOKIEMPN RZEM	POLONEZ/FSO	0	14,53	
0ZE1900333/1	1900333/1	ZESTAW H-CA PN TYL GUMKI RZEMIOSLO....	POLONEZ/FSO	0	4,06	
0ZEBC87	BC87	ZESTAW USZCZ.SIL.PN 1.6 Z USZCZ.CORTECO.	POLONEZ/FSO	2	82,92	5901874263766
0ZEF136/S	F136/S	ZESTAW USZCZELEK POMPY H-CA PN FABRYCZNY	POLONEZ/FSO	0	10,44	
0ZEH-034	H-034	ZESTAW USZCZELEK POMPY H-CA PN RZEMIOSLO	POLONEZ/FSO	0	4,06	
0ZEH-034/1	H-034/1	ZESTAW USZCZELEK P-PY SPRZ.I WYSPRZ FSO	POLONEZ/FSO	0	4,06	
0ZEMAR3011/1	MAR3011/1	ZESTAW PIASTY PRZOD PN LEWY	POLONEZ/FSO	0	13,05	
0ZEMAR3012/1	MAR3012/1	ZESTAW PIASTY PRZOD PN PRAWY	POLONEZ/FSO	0	13,05	
0ZEMAR3013/1	MAR3013/1	ZESTAW POLOSI PN /ZABEZP+USZ	POLONEZ/FSO	0	12,19	
0ZEMAR3019/1	MAR3019/1	ZESTAW POLOSI NAP.PN TRUCK STD	POLONEZ/FSO	0	39,35	
0ZEMAR3019/1-TIMKEN	MAR3019/1-TIMKEN	ZESTAW POLOSI NAP.TRUCK LUCAS -TIMKEN!!!	POLONEZ/FSO	0	53,56	
0ZEMAR3019/1/L	MAR3019/1/L	ZESTAW POLOSI NAP.PN TRUCK LUCAS	POLONEZ/FSO	0	41,60	
0ZEMAR3019/L	MAR3019/L	ZESTAW POLOSI NAP.TRUCK LUCAS TIMKEN	POLONEZ/FSO	0	79,92	
0ZENZ38	NZ38	ZESTAW TULEJEK DO LEWARKA PN FABRYKA	POLONEZ/FSO	0	10,44	
0ZENZ3A	NZ3A	ZESTAW USZ.SIL.PN - BEZ GLOW.03-59	POLONEZ/FSO	0	19,26	5901874263599
0ZEPO0047/1	PO0047/1	ZESTAW MOC.SZCZEK TRUCK RZEMIOSLO	POLONEZ/FSO	10	2,97	05906764370043
0ZES-230	S-230	ZESTAW USZCZELEK SKRZYNI PN	POLONEZ/FSO	16	7,96	5901874263704
0ZEW-232	W-232	ZESTAW USZCZELEK GAZNIKA PN	POLONEZ/FSO	8	3,88	5901874260086
0ZEZN-16	ZN-16	ZESTAW NAPR.ROZRUSZNIKA FSO DUZY	POLONEZ/FSO	0	12,40	
1AMA002	A002	->STAA.002 AMORTYZATOR 126 TYL	STATIM	0	39,29	5907659310496
1AMD2251036	D2251036	AMORTYZATOR 126 PRZOD KROSNO KOMPLETNY	FIAT 126P	0	44,67	3285330033448
1AU914001/2	914001/2	AUTOMAT ROZRUSZNIKA 126 FL KOMAX WE203	FIAT 126P	0	70,86	5907540300087
1AU914001/WISMOT	914001/WISMOT	AUTOMAT ROZRUSZNIKA 126 FL WISMOT	FIAT 126P	8	80,79	
1AUE002	E002	AUTOMAT ROZRUSZNIKA 126 FL STATIM	STATIM	0	36,44	5907659302484
1BE130200000000	130200000000	BEBENEK ZAMKA 126P 1 SZTUKA FABRYKA	FIAT 126P	1	11,19	
1BE130300000000	130300000000	BEBENEK ZAMKA 126P 2 SZTUKI FABRYKA	FIAT 126P	0	27,39	
1BE1744000/RZEM	1744000/RZEM	BEBENEK KORKA WL.PAL.EL/CQN/UNO RZEMIOSL	FIAT 126P	0	9,48	
1BE174400000000	174400000000	BEBENEK KORKA WL.PAL.EL/CQN/UNO FABRYKA	FIAT 126P	3	19,14	
1BE178300000000	178300000000	BEBENEK ZAMKA 126P-1 SZT.EL!! FABRYKA	FIAT 126P	3	19,94	AB6564
1BE178400000000	178400000000	BEBENEK ZAMKA 126P-2 SZT.EL!! FABRYKA	FIAT 126P	1	30,79	
1BE178500000000	178500000000	BEBENEK ZAMKA 126P-3 SZT.EL!! FABRYKA	FIAT 126P	5	37,48	
1BE178600000000	178600000000	BEBENEK ZAMKA 126P-4 SZT.EL!! FABRYKA	FIAT 126P	4	53,54	AB6486
1BE4247765/1	4247765/1	BEBENEK ZAMKA 126P 1 SZTUKA RZEMIOSLO	FIAT 126P	1	12,45	
1BE4321068	4321068	BELKA RESORA 126P TURAS	FIAT 126P	2	37,48	
1BE4321068/1	4321068/1	BELKA POPRZECZNA PODLOGI 126P	FIAT 126P	2	39,85	
1BE4379680/2	4379680/2	BEBEN HAM. 126 FL N.TYP QAP05603	FIAT 126P	0	30,45	5901386402912
1BE46575626/III	46575626/III	BEBENEK ZAMKA 126P-3 SZTUKI RZEMIOSLO	FIAT 126P	13	31,99	
1BE46575626/IV	46575626/IV	BEBENEK ZAMKA 126P-4 SZTUKI RZEMIOSLO	FIAT 126P	13	42,83	
1BE5886745/1	5886745/1	BEBENEK ZAMKA 126P-2 SZTUKI RZEMIOSLO	FIAT 126P	4	22,22	
1BE7532555/1	7532555/1	BELKA TYLNA 126P SWIDWIN RZEMIOSLO	FIAT 126P	3	181,37	
1BE7672577/F	7672577/F	BEBEN HAMULCOWY 126 FL,CNQ/SEI/UNO FABRY	FIAT 126P	0	43,50	
1BE8097002/1	8097002/1	BENDIX ROZRUSZNIKA 126 FL RZEM.WZMOCN.	FIAT 126P	0	34,80	
1BE945	945	BEZPIECZNIK SZYBY OGRZEWANEJ 126P	FIAT 126P	0	4,71	
1BEB002	B002	BENDIX ROZRUSZNIKA 126 FL STATIM	STATIM	0	18,81	5907659302330
1BL1-1-21	1-1-21	BLACHA PODLOGI 126P CALA KPL Z PODLUZNIC	FIAT 126P	3	540,75	
1BL1-5-1	1-5-1	BLACHA PODLOGI 126P LEWA	FIAT 126P	2	153,93	
1BL1-5-2	1-5-2	BLACHA PODLOGI 126P PRAWA	FIAT 126P	2	153,93	
1BL46576774/3	46576774/3	BLOTNIK 126 EL PRZOD PRAWY RZEMIOSLO	FIAT 126P	10	109,76	5901532058222
1BL46576775/3	46576775/3	BLOTNIK 126 EL PRZOD LEWY RZEMIOSLO	FIAT 126P	10	109,76	5901532058161
1BL7537296/1	7537296/1	BLOTNIK 126 FL PRZOD PRAWY RZEMIOSLO	FIAT 126P	15	109,76	
1BL7537297/1	7537297/1	BLOTNIK 126 FL PRZOD LEWY RZEMIOSLO	FIAT 126P	9	109,76	
1BL7550512	7550512	BLOTNIK 126 EL TYLNY PRAWY SREDNI	FIAT 126P	1	118,08	
1BLTSL	TSL	BLOTNIK 126 FL TYLNY LEWY SREDNI	FIAT 126P	2	120,56	
1BLTSP	TSP	BLOTNIK 126 FL TYLNY PRAWY SREDNI	FIAT 126P	2	120,56	
1CE5999892	5999892	CEWKA ZAPLONOWA 126 FL TRANSF.ODNOWIONA	FIAT 126P	0	42,26	
1CE7692473	7692473	CEWKA ZAPLONOWA 126 EL,CQ BIAZ46790073.	FIAT 126P	0	38,57	
1CEBAE800B	BAE800B	CEWKA ZAPLONOWA 126 EL,CQ TRANS.M.MA.BAE	FIAT 126P	0	95,67	8001063123004
1CHM-1748/L/R	M-1748/L/R	CHLAPACZ TYLNY 126P"L"RZEMIOSLO GUMOWY	FIAT 126P	>30	6,32	5906365393458
1CHM-1748/P/R	M-1748/P/R	CHLAPACZ TYLNY 126P"P"RZEMIOSLO GUMOWY	FIAT 126P	28	6,32	5906365393465
1CHM-1749/L/R	M-1749/L/R	CHLAPACZ PRZOD 126P"L"RZEMIOSLO GUMOWY	FIAT 126P	15	6,32	5906365393472
1CHM-1749/P/R	M-1749/P/R	CHLAPACZ PRZOD 126P"P"RZEMIOSLO GUMOWY	FIAT 126P	24	6,32	5906365393489
DELLW70003	LW70003	CYLINDEREK HAM.126 STD PRZOD DELPHI	DELPHI HYDRAULIKA HAMULCOWA SPRZEGLOWA	13	10,66	5012759703472
DELLW70004	LW70004	CYLINDEREK HAM.126 FL PRZOD DELPHI.TRUC	DELPHI HYDRAULIKA HAMULCOWA SPRZEGLOWA	>30	10,16	5012759703489
DELLW70005	LW70005	CYLINDEREK HAM.126 STD TYL DELPHI	DELPHI HYDRAULIKA HAMULCOWA SPRZEGLOWA	28	10,66	5012759703496
DELLW70006	LW70006	CYLINDEREK HAM.126 FL TYL DELPHI	DELPHI HYDRAULIKA HAMULCOWA SPRZEGLOWA	>30	9,93	5012759703502
1DO436.16.D	436.16.D	DOCISK SPRZEGLA 126P STATIM->STA436.16.D	STATIM	0	45,56	5907659301029
MOT08DB01	08DB01	DRAZEK ZEWNETRZNY 126P 08DB01 KOMPLET	MOTOTECHNIKA	>30	51,39	5906031420013
MOT08DS01	08DS01	DRAZEK SRODKOWY 126P 08DS01 RZEMIOSLO	MOTOTECHNIKA	>30	49,73	5906031420099
1DYM-1733	M-1733	DYWANIK PRZOD PRAWY 126P STOMIL CZARNY	FIAT 126P	0	5,66	
1DZ4247766	4247766	DZWIGNIA BEBENKA 126P PRAWA	FIAT 126P	0	2,55	
1DZ4247767	4247767	DZWIGNIA BEBENKA 126P LEWA	FIAT 126P	0	2,55	
1DZ80971810/1	80971810/1	DZWIGNIA ROZRUSZNIKA 126P FL RZEMIOSLO	FIAT 126P	15	2,90	5903116342277
1EL589.00.51	589.00.51	ELEKTROWENTYLATOR 126 FL FABRYCZN7532147	FIAT 126P	0	136,35	
1EME-14	E-14	EMBLEMAT MADE BY FSM FIAT LICENCE NIEBIE	FIAT 126P	0	4,51	
1EME-21	E-21	EMBLEMAT 126 EL PRZOD MALY /BELKI SKOS/	FIAT 126P	0	5,64	5906031870214
1FI46577421	46577421	FILTR PALIWA 126P MICRON 6-8 Z UCHWYTEM	FIAT 126P	0	3,35	
1FIWA20-75	WA20-75	FILTR POWIETRZA 126P-WKLAD FAP 7547283	FIAT 126P	0	7,40	5902442450182
1GL20001336/1	20001336/1	GLOWICA P-PY PALIWA 126P RZEMIOSLO	FIAT 126P	0	10,90	5908213901020
1IZ4273070/1	4273070/1	IZOLATOR GAZNIKA 126P RZEMIOSLO.	FIAT 126P	9	40,60	5907565644234
1IZ7541254	7541254	IZOLATOR P-PY PALIWA 126 FL	FIAT 126P	0	31,08	
1IZ7541254/1	7541254/1	IZOLATOR P-PY PALIWA 126 FL RZEMIOSLO.	FIAT 126P	18	46,85	5907565644166
1KL13002878	13002878	KLIN ALTERNATORA 126	FIAT 126P	0	0,70	
1KL176000100000	176000100000	KLAMKA DRZWI PRAWA ELEGANT FABRYCZNA	FIAT 126P	10	46,85	
1KL176000200000	176000200000	KLAMKA DRZWI LEWA  ELEGANT FABRYCZNA	FIAT 126P	11	46,85	
1KL200015024	200015024	KLOSZ OSWIETLENIA WNETRZA 126P	FIAT 126P	>30	2,90	5903116340822
1KL5200808/BYD	5200808/BYD	KLOSZ LAMPY COFANIA 126P BYDGOSZCZ.	FIAT 126P	0	4,52	5905907952849
1KL5200810/BYD	5200810/BYD	KLOSZ LAMPY P/MGIEL.126P BYDGOSZCZ.	FIAT 126P	8	5,70	5905907952832
1KL5998601/1	5998601/1	KLAMKA DRZWI 126 FL PRAWA RZEMIOSLO	FIAT 126P	0	13,75	
1KL5998608/1	5998608/1	KLAMKA WEWNETRZNA 126 FL RZEMIOSLO	FIAT 126P	24	5,44	5908242722368
1KL7545321/1	7545321/1	KLOSZ KIERUNKU 126 EL PRZOD PRAWY RZEMIO	FIAT 126P	3	7,50	5905907950746
1KL7545321/2	7545321/2	KLOSZ KIERUNKU 126 PRZOD PRAWY RZEMIOSLO	FIAT 126P	0	7,50	5905907950722
1KL7545322/1	7545322/1	KLOSZ KIERUNKU 126 EL PRZOD LEWY RZEMIOS	FIAT 126P	0	7,50	5905907950739
1KL7545322/2	7545322/2	KLOSZ KIERUNKU 126 PRZOD LEWY RZEMIOSLO.	FIAT 126P	10	7,50	5905907950715
1KL7560959/1	7560959/1	KLOSZ LAMPY TYL 126 EL PRAWY RZEMIOSLO	FIAT 126P	0	12,18	
1KL7560960/1	7560960/1	KLOSZ LAMPY TYL 126 EL LEWY RZEMIOSLO.	FIAT 126P	0	12,18	
1KL7570650	7570650	KLOSZ LAMPY TYL 126P FL PRAWY RZEMIOSLO.	FIAT 126P	0	12,18	5907556002722
1KL7570650/L	7570650/L	KLOSZ LAMPY TYL 126P FL LEWY RZEMIOSLO	FIAT 126P	0	12,18	
1KLA.29133.C	A.29133.C	KLOSZ LAMPY P/MGIELNEJ 126P WESEM LA1	FIAT 126P	9	8,90	5905445291332
1KLA088.33	A088.33	KLOSZ LAMPY COFANIA 126P WESEM LA1	FIAT 126P	7	7,16	5905445088338
1KO14568887	14568887	KOLEK TAPICERKI 126P DUZY 5D PODLOKIET.	FIAT 126P	0	0,45	5905907950937
1KO14573380	14573380	KOSTKA MOCOWANIA LAMPY 126P11M	FIAT 126P	>30	0,32	5905907951040
1KO14573380/1	14573380/1	KOSTKA REGULACJI SWIATEL 126P 11D	FIAT 126P	>30	0,42	5905907951064
1KO14573380/2	14573380/2	KOSTKA MOCOWANIA REJESTRACJI 126 11S	FIAT 126P	>30	0,57	5905907951057
1KO19A	19A	KOLEK TAPIC.126EL/CNQ -7MM/20H/15MM. 19A	FIAT 126P	0	0,27	5905907951163
1KO19B	19B	KOLEK TAPIC.UNIWERSAL.-8MM/19H/20MM. 19B	FIAT 126P	0	0,27	5905907951170
1KO32024B	32024B	KONCOWKA DRAZKA DLUGA  126P FABRYCZNA	FIAT 126P	0	15,84	
MOT08PKZ01	08PKZ01	KONCOWKA DRAZKA DLUGA 126P 08PKZ01 RZEMI	MOTOTECHNIKA	>30	16,58	5906031420549
MOT08PKZ02	08PKZ02	KONCOWKA DRAZKA KROTKA 126P 8PKZ02 RZEMI	MOTOTECHNIKA	>30	15,33	5906031420174
1KO4293703/1	4293703/1	KOREK WLEWU OLEJU 126P WAT	FIAT 126P	>30	6,46	
1KO4310258	4310258	KOLEK USZCZELKI BAGAZNIKA 126P 5M	FIAT 126P	>30	0,30	5905907950944
1KO4310258/1	4310258/1	KOLEK DYWANIKOW SREDNI 5S	FIAT 126P	>30	0,38	5905907950920
1KO4310258/2	4310258/2	KOLEK UNIW.36A MALY/FI-8/POPIELATY	FIAT 126P	>30	0,40	5905907951644
1KO4310258/2*	4310258/2*	KOLEK UNIW.36A MALY/FI-8/CZARNY PAK.50SZ	FIAT 126P	>30	0,56	5905907951637
1KO4310258/3	4310258/3	KOLEK UNIW.36B DUZY/FI-10/POPIELATY	FIAT 126P	0	0,40	5905907951668
1KO4310258/3*	4310258/3*	KOLEK UNIW.36B DUZY/FI-10/CZARNY	FIAT 126P	>30	0,56	5905907951651
1KO4310258/4	4310258/4	KOLEK UNIW.36C MALY/FI 7 POPIELATY	FIAT 126P	0	0,49	5905907952542
1KO4310258/4*	4310258/4*	KOLEK UNIW.36C MALY/FI 7 CZARNY	FIAT 126P	>30	0,56	5905907952535
1KO4326362	4326362	KONDENSATOR PRZCIWZAKLOCENIOWY ALTER.126	FIAT 126P	0	4,25	
1KO4360445/1	4360445/1	KOLO PASOWE WALU KORBOWEGO 126P RZEMIOSL	FIAT 126P	0	21,75	
1KO4430124	4430124	KORBKA PLASTIKOWA SZYBY 126 FL	FIAT 126P	0	4,35	
1KO4478469	4478469	KONCOWKA SWIECY 126P DLUGA 1 SZTUKA FABR	FIAT 126P	0	2,04	
1KO46576570/KPL	46576570/KPL	KOLPAKI CZARNE 126P FL /4SZT/	FIAT 126P	21	28,59	5905912658125
1KO46577369/2	46577369/2	KOLO PASOWE WALU KORBOWEGO EL RZEMIOSLO	FIAT 126P	0	24,09	
1KO5936424/1	5936424/1	KOLEKTOR WYDECHOWY 126P RZEMIOSLO .	FIAT 126P	>30	55,93	
1KO5946484/1	5946484/1	KOREK WLEWU PALIWA 126P RZEMIOSLO.   .	FIAT 126P	1	37,48	9000000073579
MOT08PKW03	08PKW03	KONCOWKA DRAZKA 126 BIS! RZEM. 8PKW-03	MOTOTECHNIKA	4	18,76	5906031420150
1KO8/H-19,5	8/H-19,5	KOLEK TAPICERSKI UNIW.VW,FIAT,CITR."27".	FIAT 126P	20	0,23	5905907951392
1KO9920578	9920578	KONDENSATOR APARATU ZAPL.126P ->MMACE36E	FIAT 126P	0	6,22	
1KOBLL	BLL	KONCOWKA BLOTNIKA 126 LEWY PRZOD	FIAT 126P	0	15,43	5907625350082
1KOBLL/1	BLL/1	KONCOWKA BLOTNIKA 126 EL LEWY PRZOD.	FIAT 126P	0	15,43	5907625350105
1KOBLP	BLP	KONCOWKA BLOTNIKA 126 PRAWY PRZOD	FIAT 126P	0	15,43	3020
1KOBLP/1	BLP/1	KONCOWKA BLOTNIKA 126 EL PRAWY PRZOD .	FIAT 126P	3	15,43	5907625350112
1KOBLTL	BLTL	KONCOWKA BLOTNIKA 126 TYLNEGO LE.	FIAT 126P	0	18,24	5907625350358
1KOBLTP	BLTP	KONCOWKA BLOTNIKA 126 TYLNEGO PR.	FIAT 126P	0	18,24	5907625350365
1KOLFL	LFL	KOLEK LISTWY OZDOBNEJ FL  21	FIAT 126P	0	0,27	5905907951231
1LA039892	039892	LAMPA TABLICY REJ. 126 EL	FIAT 126P	17	9,32	5903116340730
1LA4111917/1	4111917/1	LACZNIK EL.LEWARKA 126P Z SRUBAMI	FIAT 126P	0	14,03	5906365390846
1LA46576731/1	46576731/1	LAMPA TYL LEWA 126 EL RZEMIOSLO	FIAT 126P	0	30,45	
1LA7537893	7537893	LAMPA COFANIA 126P NA SRUBY BYDGOSZCZ	FIAT 126P	0	11,79	5905907952795
1LA7537893/1	7537893/1	LAMPA COFANIA 126P PODWIESZANA BYDGOSZCZ	FIAT 126P	10	12,63	5903116340433
1LA7537894	7537894	LAMPA P/MGIELNA 126P NA SRUBY BYDGOSZCZ	FIAT 126P	10	11,79	5905907952801
1LA7537894/1	7537894/1	LAMPA P/MGIELNA 126P PODWIESZANA BYDGOSZ	FIAT 126P	>30	12,89	5903116340426
1LA7572353/1	7572353/1	LAMPA TYL PRAWA FL RZEMIOSLO	FIAT 126P	0	29,15	
1LA7671382/1	7671382/1	LAMPKA KIER.PRZOD  "P" 126P  RZEMIOSLO	FIAT 126P	0	20,69	5905907950241
1LA7671382/E	7671382/E	LAMPKA KIER.PRZOD  "P"   EL  RZEMIOSLO	FIAT 126P	9	19,10	5905907950265
1LA7671383/1	7671383/1	LAMPKA KIER.PRZOD  "L" 126P  RZEMIOSLO	FIAT 126P	0	20,69	5905907950234
1LA7671383/E	7671383/E	LAMPKA KIER.PRZOD  "L"   EL  RZEMIOSLO	FIAT 126P	9	19,10	5905907950258
1LALA020.04	LA020.04	LAMPA P/MGIELNA 126P BEZ PRZEW. WESEM	FIAT 126P	19	16,95	5905445020048
1LALA021.04	LA021.04	LAMPA COFANIA 126P BEZ PRZEWODU WESEM	FIAT 126P	10	14,44	5905445021045
1LALA022.05	LA022.05	LAMPA P/MGIELNA 126P Z PRZEWODEM WESEM	FIAT 126P	4	28,25	5905445022059
1LALA023.05	LA023.05	LAMPA COFANIA 126P Z PRZEWODEM WESEM	FIAT 126P	10	24,13	5905445023056
1LAMI	MI	LAMPKA MIGACZA NA BLOTNIK 126P	FIAT 126P	11	14,89	5905907950302
1LI4130875/1	4130875/1	LINKA GAZU KPL 126P ZAM LIN14.20.06	FIAT 126P	0	5,12	5907668206438
1LI4230244/1	4230244/1	LINKA SSANIA 126P KPL. ZAM LIN14.48.01	FIAT 126P	0	4,79	5907668207961
1LI4285575/1	4285575/1	LINKA SPRZEGLA 126P LINEX /14.10.01/	FIAT 126P	0	5,66	
1LI4285575/2	4285575/2	LINKA SPRZEGLA 126P LINEX POWL/14.10.67/	FIAT 126P	0	9,49	5907668206285
1LI4297135/1	4297135/1	LINKA ROZRUSZNIKA 126P ZAM LIN14.50.01	FIAT 126P	0	7,13	
LIN14.60.01	14.60.01	LINKA MECH.OPUSZ.SZYBY 126,125	LINEX LINKI	0	16,24	
1LI4345508	4345508	LINKA H-CA RECZNEGO 126P FABRYKA .	FIAT 126P	0	14,00	
1LI4345508/1	4345508/1	LINKA H-CA RECZNEGO 126P ZAM LIN14.01.01	FIAT 126P	0	18,89	5907668204847
1LI4657973/1	4657973/1	LINKA LICZNIKA EL DLUG ZAM LIN14.30.08	FIAT 126P	0	16,45	
1LI5998598	5998598	LISTWA RYNIENKI OCHR.FL	FIAT 126P	24	22,37	5905344079321
1LI7536340/1	7536340/1	LINKA LICZNIKA FL ZAM LIN14.30.03	FIAT 126P	0	14,86	5907668207534
1LO6203 2ZZ	6203 2ZZ	LOZYSKO ALTER.DUZE 126P/CNQ/ZUK-P-PA WOD	FIAT 126P	0	4,92	4770590387855
1LO6204	6204	LOZYSKO SKRZYNI BIEGOW 126P /487/	FIAT 126P	5	6,96	2010000106198
1LO62042RS	62042RS	LOZYSKO SKRZYNI BIEGOW 126P 6204 2RS	FIAT 126P	0	9,18	
1LO622012RS	622012RS	LOZYSKO PRADNICY MALE 126	FIAT 126P	0	9,74	5900258061417
1LO62202	62202	LOZYSKO ALTERNATORA MALE 126P	FIAT 126P	0	8,42	5900258001390
1LO62202 2RS	62202 2RS	LOZYSKO ALTERNATORA MALE 126P KYK	FIAT 126P	0	2,86	
1LO6301ZZ	6301ZZ	LOZYSKO PRADNICY DUZE 126P	FIAT 126P	6	6,01	
1LO7710674/1	7710674/1	LOZYSKO OPOR.SPRZEGLA 126P/CNQ KESZ	FIAT 126P	0	14,50	
1LU027626/22	027626/22	LUSTERKO ZEWNETRZNE 126P CROS"P"MINI	FIAT 126P	12	25,06	
1LU027626/3	027626/3	LUSTERKO ZEWNETRZNE 126P CROS"L"MINI	FIAT 126P	6	25,06	1LU027626/3 OE
1LU46576945/2	46576945/2	LUSTERKO ZEWNETRZNE"L" EL RADOM	FIAT 126P	0	40,60	
1LU46576950/2	46576950/2	LUSTERKO ZEWNETRZNE"P" EL RADOM	FIAT 126P	0	40,60	
1LU7542807/1	7542807/1	LUSTERKO ZEWNETRZNE"L" FL/BIS RZEMIOSLO	FIAT 126P	0	36,94	
1LU7542808/1	7542808/1	LUSTERKO ZEWNETRZNE"P" FL/BIS RZEMIOSLO	FIAT 126P	4	36,94	
1MI4184774	4184774	MISKA METAL.SPIRALI ZAW.126 PN	FIAT 126P	>30	6,67	
1MI4184774/1	4184774/1	MISKA GORNA SPIRALI ZAW./DO WSPAWANIA/	FIAT 126P	30	15,39	
1MI4306766/1	4306766/1	MISA OLEJOWA 126 FL RZEMIOSLO      .	FIAT 126P	3	146,16	
1MI4338489/1	4338489/1	MIARKA POZIOMU OLEJU 126P WAT	FIAT 126P	0	7,33	
1MI4354392	4354392	MIESZEK POLOSI 126P RZEM.	FIAT 126P	>30	19,94	
1MI7291100/1	7291100/1	MIESZEK POLOSI 126P RZEM	FIAT 126P	>30	9,94	5907553959852
1NA14043971	14043971	NAKRETKA PIASTY 126P "L" B.NACIECIA.	FIAT 126P	>30	1,65	
1NA14044671	14044671	NAKRETKA PIASTY 126P "P" Z NACIECIEM	FIAT 126P	30	1,93	
1NA14045471	14045471	NAKRETKA TYLNEJ PIASTY 126P	FIAT 126P	25	3,15	
1NA4338919	4338919	NAKRETKA REGULACJI ZAWOROW 126P M7	FIAT 126P	0	0,13	2000000064864
