our_code	producer_code	name	producer	quantity	price	ean
0SP100451	100451	SPRZEGLO POLONEZ 1.9 DIESEL STATIM	STATIM	0	156,91	5907659315170
0SP14578180	14578180	SPINKA ZAMKA DRZWI PN 34C    .........	POLONEZ/FSO	>30	0,82	5905907951590
0SP14591787	14591787	SPINKA TAP.POKRYWY BAGAZ.CARO  /19/.....	POLONEZ/FSO	0	0,27	5905907951156
0SP19C	19C	SPINKA MOC.WYGL.POKR.SIL.PN PLUS  19C...	POLONEZ/FSO	0	0,27	5905907951187
0SP230300002	230300002	SPRYSKIWACZ/KON/PN/FSO  2-KONCOWKI+WEZYK	POLONEZ/FSO	0	5,70	
0SP4088199	4088199	SPREZYNA LAPY SPRZEGLA FSO     .........	POLONEZ/FSO	27	1,20	5907555340689
0SP4155829	4155829	SPREZYNA SYNCHRONIZATORA PN FABRYKA ....	POLONEZ/FSO	0	2,78	
0SP4164809	4164809	SPINKA SLIZGU ZACISKU H-CA/OMEGA	POLONEZ/FSO	>30	0,23	5907555340672
0SP4210446/1	4210446/1	SPREZYNA PODUSZKI ZAW.SILN.FSO/PN RZEM!!	POLONEZ/FSO	8	4,76	5907555340771
0SP4260696	4260696	SPINKA MATY WYGLUSZ.SIL.PN 22D .........	POLONEZ/FSO	0	0,16	
0SP4365530	4365530	SPREZYNA PRZYCISKU SYGNALU PN  .........	POLONEZ/FSO	0	0,48	5907555340634
0SP4394655	4394655	SPREZYNA LAPY SPRZEGLA PN	POLONEZ/FSO	>30	2,43	5907555340757
0SP46576495	46576495	SPREZYNA GLOWNA POMPY PALIWA FSO,PN,F126	POLONEZ/FSO	>30	0,64	5907555340313
0SPSZFL	SZFL	SPREZYNA ZAMKA DRZWI PN LEWA	POLONEZ/FSO	>30	0,72	5907555340719
0SPSZFP	SZFP	SPREZYNA ZAMKA DRZWI PN PRAWA	POLONEZ/FSO	20	0,72	5907555340733
0SR012567	012567	SRUBA RESORA KROTKA 12X95 PN	POLONEZ/FSO	25	2,98	
0SR051800	051800	SRUBA TLUMIKA I CARO  FABRYKA	POLONEZ/FSO	0	4,72	
0SR051800/801	051800/801	SRUBA+SPREZYNA I TLUM.CARO /2SR.+2SPR/	POLONEZ/FSO	0	10,88	5907555340573
0SR063057	063057	SRUBA MOC.POLOSI PN LUCAS  KL.10.9	POLONEZ/FSO	0	0,83	
0SR15542221	15542221	SRUBA AMORTYZATORA TYL FSO	POLONEZ/FSO	0	2,13	
0SR15971630	15971630	SRUBA AMORT.PRZOD FSO-PN "10"	POLONEZ/FSO	>30	2,11	
0SR4060013	4060013	SRUBA WAHACZA GORNEGO PN	POLONEZ/FSO	0	3,96	
0SR4060026	4060026	SRUBA WAHACZA DOLNEGO PN	POLONEZ/FSO	0	1,54	
0SR4170496	4170496	SRUBA DRAZKA REAKCYJNEGO TYL PN	POLONEZ/FSO	0	1,49	
0SR4247668	4247668	SRUBA RESORA DLUGA FSO-PN 12X1,25X120...	POLONEZ/FSO	11	3,82	
0SR4357962	4357962	SRUBA KOLA PN DLUGA GLOWKA 28X1,25	POLONEZ/FSO	0	2,43	
0SR4357962/32	4357962/32	SRUBA KOLA PN DO FELG ALUM.32X1,25	POLONEZ/FSO	>30	2,74	
0SR4357962/38	4357962/38	SRUBA KOLA PN DO FELG ALUM.38X1,25	POLONEZ/FSO	>30	2,78	
0SRKMPL	KMPL	SRUBY ZABEZP.PRZED KRADZIEZA PN	POLONEZ/FSO	0	17,40	
0SRKMPL/1	KMPL/1	SRUBY ZABEZP.PRZED KRADZIEZA PN CARO	POLONEZ/FSO	0	19,33	
0SRM12X1,5 VW/A	M12X1,5 VW/A	SRUBA KOLA M12X1,5 VW/AUDI	POLONEZ/FSO	0	2,35	
0SRM12X1,5X28	M12X1,5X28	SRUBA KOLA FELG ALUM.28X1,50 STOZEK	POLONEZ/FSO	>30	2,14	
0SRM12X1,5X28/972	M12X1,5X28/972	SRUBA KOLA-FELGA AL.12X1,5X28/972/KULA	POLONEZ/FSO	20	3,21	
0SRM12X1,5X30/945	M12X1,5X30/945	SRUBA KOLA-FELGA AL.12X1,5X30/945/STOZEK	POLONEZ/FSO	>30	2,81	
0SRM12X1,5X30/972	M12X1,5X30/972	SRUBA KOLA-FELGA AL.12X1,5X30/972/KULA	POLONEZ/FSO	>30	2,98	
0SRM12X1,5X36/945	M12X1,5X36/945	SRUBA KOLA-FELGA AL.12X1,5X36/945/STOZEK	POLONEZ/FSO	>30	3,32	
0SRM12X1,5X38 A	M12X1,5X38 A	SRUBA KOLA DO FELG ALUM.38X1,50	POLONEZ/FSO	0	1,91	
0SRM12X1,5X45/945	M12X1,5X45/945	SRUBA KOLA-FELGA AL.12X1,5X45/945/STOZEK	POLONEZ/FSO	5	3,56	
0SRM12X1,5X45/972	M12X1,5X45/972	SRUBA KOLA-FELGA AL.12X1,5X45/972/KULA	POLONEZ/FSO	14	2,44	
0SRM12X1,5X55/945	M12X1,5X55/945	SRUBA KOLA-FELGA AL.12X1,5X55/945/STOZEK	POLONEZ/FSO	0	1,72	
0SRM12X1,5X55/995	M12X1,5X55/995	SRUBA KOLA-FELGA AL.12X1,5X55/995/KULA	POLONEZ/FSO	0	1,74	
0SRM14X1,5X25 A	M14X1,5X25 A	SRUBA KOLA DO FELG 25X1,50 GOLF III	POLONEZ/FSO	0	1,47	
0SRM14X1,5X35 A	M14X1,5X35 A	SRUBA KOLA DO FELG ALUM.35X1,50 /948/STO	POLONEZ/FSO	6	2,32	
0ST0038935	0038935	STRZEMIE RESORA DLUGIE TRUCK	POLONEZ/FSO	0	27,34	
0ST067216	067216	STACYJKA PN CARO ATU NKPL BEZ BEBENKOW	POLONEZ/FSO	0	110,49	
0ST4160668/2	4160668/2	STRZEMIE RESORA DLUGIE PN-3 PIORA     .	POLONEZ/FSO	0	4,35	45906764377019
0ST4160668/F	4160668/F	STRZEMIE RESORA DLUGIE PN- FABR.BEZ NAKR	POLONEZ/FSO	0	1,61	
0STQ203B	Q203B	STACYJKA PN 126 WLOSKA MAGNETI MARELI	POLONEZ/FSO	0	184,34	
0SW25014	25014	SWORZEN SPREZYNY GAZ.DRZWI TYL PN CARO	POLONEZ/FSO	12	2,91	2000010009282
0SWFE65PS	FE65PS	SWIECA ZAPLONOWA PN ISKRA    .	POLONEZ/FSO	>30	4,76	5903708474102
0SWFE65PS-GAZ	FE65PS-GAZ	SWIECA ZAPLONOWA PN ISKRA-GAZ      ....	POLONEZ/FSO	>30	4,75	5903708276065
0SWFE85PS	FE85PS	SWIECA ZAPLONOWA PN WIELOPUNKTOWY WTRYSK	POLONEZ/FSO	>30	4,45	5903708160173
0SWFE85PS-GAZ	FE85PS-GAZ	SWIECA ZAPLONOWA PN WIELOP.WTRYSK GAZ	POLONEZ/FSO	14	4,31	5903708284060
0SWFE85PTS	FE85PTS	SWIECA ZAPLONOWA PN W.WTR.3 ELKTRODOWA .	POLONEZ/FSO	0	6,72	
0SWSFE65PRS	SFE65PRS	SWIECA ZAPLONOWA PN NIKL.ROV.UNO1,0,PUNT	POLONEZ/FSO	22	6,23	5903708186173
0SWSFE65PRS-GAZ	SFE65PRS-GAZ	SWIECA ZAPLONOWA PN NIKL.ROV.UNO1,0,PUNT	POLONEZ/FSO	1	5,92	5903708297183
0SWSPT	SPT	SWORZEN POLKI TYLNEJ PN CARO 30A	POLONEZ/FSO	0	0,52	
0SY914019017/1	914019017/1	SYGNAL DZWIEKOWY PN CARO JEDNOS./KELMET/	POLONEZ/FSO	19	15,39	5906205219016
0SY914019017/4	914019017/4	SYGNAL DZW.DWUTONOWE/2SZT/FSOIMP	POLONEZ/FSO	7	16,82	5908313414512
0SZ0027629/S	0027629/S	SZKLO LUSTERKA POLONEZ CARO    .........	POLONEZ/FSO	0	4,84	
0SZ0027629/Z	0027629/Z	SZKLO LUSTERKA POLONEZ STD     .........	POLONEZ/FSO	0	4,76	
0SZ0077305/IMP	0077305/IMP	SZKLANKA POPYCH.ZAWOROW PN HYDR.IMPORT	POLONEZ/FSO	0	18,78	
0SZ0295.1.007.1	0295.1.007.1	SZKLO REFLEKTORA CARO PRAWE    .........	POLONEZ/FSO	0	10,01	
0SZ0295.1.007.2	0295.1.007.2	SZKLO REFLEKTORA CARO LEWE     .........	POLONEZ/FSO	0	10,01	
TOM20-05	20-05	SZCZEKI HAM.PN TRUCK	TOMEX KLOCKI,SZCZEKI	0	53,08	5906485554043
TOM20-65	20-65	SZCZEKI HAMULCA PN TYL	TOMEX KLOCKI,SZCZEKI	0	42,59	5906485554647
0SZ2071983	2071983	SZCZOTKI ALTER.PN ST.TYP 8X5X15 KOMPLET!	POLONEZ/FSO	3	7,54	5906764377219
0SZ2429020/1	2429020/1	SZCZOTKOTRZYMACZ ALT.PN N.TYP RZEMIOSL	POLONEZ/FSO	>30	10,57	35906764377180
0SZ4045771	4045771	SZCZOTKA ROZRUSZNIKA PN 7X16X20 ........	POLONEZ/FSO	>30	3,36	45906764377170
0SZ680530	680530	SZCZEKI HAMULCA PN TYL 680530	POLONEZ/FSO	0	33,93	
0SZ689003/2	689003/2	SZCZEKI HAMULCA TRUCK IMP.WLOCHY	POLONEZ/FSO	0	36,54	
0SZ689003U4	689003U4	SZCZEKI HAMULCA TRUCK	POLONEZ/FSO	0	48,85	
0SZ689003U4/1	689003U4/1	SZCZEKI HAMULCA TRUCK KAMPOL K-105	POLONEZ/FSO	0	49,38	590620522005
0SZ9039020/1	9039020/1	SZCZOTKOTRZYMACZ ALT.PN/FSO RZEMIOSLO  .	POLONEZ/FSO	28	10,88	35906764377197
0SZK-103	K-103	SZCZEKI HAMULCA PN TYL KAMPOL........	POLONEZ/FSO	0	35,76	5906205220036
0SZK-104	K-104	SZCZEKI HAMULCA TRUCK LUCAS KAMPOL	POLONEZ/FSO	1	66,56	5906205220043
0TABG2147	BG2147	TARCZA HAM.PN/FIAT UNO DELPHI	POLONEZ/FSO	0	61,00	
0TABS0300	BS0300	TARCZA HAMULCA PN OPTIMAL BS0300=0290	POLONEZ/FSO	0	22,00	
0TAT.012	T.012	TARCZA SPRZEGLA PN STATIM  20.012	POLONEZ/FSO	0	49,88	5907659300381
0TE017102-85	017102-85	TERMOSTAT PN 85 STOPNI PLUS  TV35	POLONEZ/FSO	8	30,45	5902365700111
0TE017102-TV-30	017102-TV-30	TERMOSTAT PN 87 STOPNI MERA BIALYSTOK	POLONEZ/FSO	23	27,27	5902365700098
0TE017102-TV17	017102-TV17	TERMOSTAT PN 82 STOPNIE MERA BIALYSTOK	POLONEZ/FSO	12	31,50	5902365700050
0TE025105	025105	TERMOSTAT FSO MERA BIALYSTOK TV-18 ..	POLONEZ/FSO	>30	19,91	5902365700067
0TE057583	057583	TERMOSTAT FILTRA POWIETRZA PN ABIMEX ...	POLONEZ/FSO	0	43,50	5906205219047
0TL031196	031196	TLUMIK PN TYLNY BRODNICA .........	POLONEZ/FSO	0	21,69	
0TL043658	043658	TLUMIK PN TRUCK CARO + TYLNY FAB.488000	POLONEZ/FSO	0	64,15	
0TL057128	057128	TLUMIK PN TRUCK CARO N.T.TYLNY FABRYKA	POLONEZ/FSO	0	107,24	
0TL058837	058837	TLUMIK PN CARGO TYL FABRYKA...........	POLONEZ/FSO	0	60,90	
0TL064117	064117	TLUMIK PN ATU TYLNY FABRYKA .........	POLONEZ/FSO	0	90,60	
0TL07.03AL	07.03AL	TLUMIK PN SRODKOWY RZEM.ZAST.20.01	POLONEZ/FSO	0	33,61	
0TL20.01AL	20.01AL	TLUMIK PN SRODKOWY RZEM.ALU.07.03	POLONEZ/FSO	0	20,12	
0TL20.02AL	20.02AL	TLUMIK PN TYLNY RZEMIOSLO ALU.	POLONEZ/FSO	0	19,08	20.02AL
0TL20.03AL	20.03AL	TLUMIK PN TRUCK SRODKOWY RZEM. ALU.	POLONEZ/FSO	0	33,61	
0TL20.05AL	20.05AL	TLUMIK PN CARO I PLASKI RZEM. ALU.	POLONEZ/FSO	0	33,61	
0TL20.06AL	20.06AL	TLUMIK PN CARO SRODKOWY RZEM. ALU.	POLONEZ/FSO	0	33,61	
0TL20.08AL	20.08AL	TLUMIK PN TRUCK CARO N.T.TYL KR.RUR.ALUM	POLONEZ/FSO	0	67,22	20.08AL
0TL20.09AL	20.09AL	TLUMIK PN CARGO 95-99 TYL PLOCIENNIK ALU	POLONEZ/FSO	0	63,72	
0TL20.11AL	20.11AL	TLUMIK PN CARO/ATU  TYL RZEM. ALU.	POLONEZ/FSO	0	67,22	
PLO20.12AL	20.12AL	TLUMIK PN TRUCK CARO TYL DL.RURA RZEM!!!	POLMOSTROW UKLAD WYDECHOWY	0	83,70	852012
0TL20.13AL	20.13AL	TLUMIK PN TRUCK CARO+ TYL N.TYP ALU.	POLONEZ/FSO	0	67,22	20.13AL
0TR061912	061912	TROJNIK HAMULCA PN LUCAS 10X1 SF	POLONEZ/FSO	23	19,45	5908243299500
0TR201000200	201000200	TROJNIK SPRYSKIWACZA PN,FSO,126P	POLONEZ/FSO	0	1,04	
0TR230300200	230300200	TROJNIK SPRYSKIWACZA PN CARO   .........	POLONEZ/FSO	0	1,04	
0TR4077589	4077589	TROJNIK HAMULCA PN,FSO,126P 10X1,25	POLONEZ/FSO	10	19,45	5908243299517
0TU0063200/1	0063200/1	TULEJKA WSPORNIKA UK£.KIEROWNICZEGO FSO/	POLONEZ/FSO	0	2,18	
0TU10424	10424	TULEJKA NAPR.GWINTU SWIECY  PN ....	POLONEZ/FSO	0	27,34	2000000054513
0TU2010003000	2010003000	TULEJKA SPRYSK.SZYBY 125P PN   .........	POLONEZ/FSO	0	0,70	
0TU4044416	4044416	TULEJKA WAHACZA DOLNEGO PN RADCAR.......	POLONEZ/FSO	0	7,63	5907555360243
0TU4047985/1	4047985/1	TULEJKI ROZRUSZNIKA PN NADWYM. KPL./2SZT	POLONEZ/FSO	0	2,79	
0TU4055976	4055976	TULEJA WAHACZA GORNEGO KROTKA PN   PRZOD	POLONEZ/FSO	18	14,82	
0TU4060019	4060019	TULEJA WAHACZA GORNEGO DLUGA PN.   TYLNA	POLONEZ/FSO	10	14,36	
0TU4077798	4077798	TULEJA RESORA DLUGA-CIENKA PN RADCAR	POLONEZ/FSO	0	11,57	5907555360205
0TU4125496	4125496	TULEJKA DRAZKA REAKCYJ.PRZOD PN METALOWA	POLONEZ/FSO	0	5,68	
0TU4163764/1	4163764/1	TULEJKA DRAZKA REAKCYJNEGO TYL PN RADCAR	POLONEZ/FSO	0	10,02	5907555360274
0TU4177661/1	4177661/1	TULEJA RESORA GRUBA PN RADCAR.....	POLONEZ/FSO	0	17,98	5907555360212
0TU4242336	4242336	TULEJKA ROZPREZNA TYLNEGO MOSTU PN ....	POLONEZ/FSO	0	17,40	
0TU814677/1	814677/1	TULEJKA AMORTYZATORA STOZKOWA RZEMIOSLO	POLONEZ/FSO	>30	1,45	5906365393694
0TU836212	836212	TULEJA LACZNIKA DRAZKA STABIL.PN........	POLONEZ/FSO	0	3,39	
0TUZ-1607	Z-1607	TULEJKA ELASTYCZNA LEW.PN-STOZKOWA .....	POLONEZ/FSO	0	0,57	
0US003456/1	003456/1	USZCZELKA GLOWICY 1300 RZEMIOSLO........	POLONEZ/FSO	0	12,38	5901874263001
0US003457	003457	USZCZELKA GLOWICY FSO 1500 FABRYCZNA.	POLONEZ/FSO	0	34,68	
0US0065133/1	0065133/1	USZCZELKA OBUDOWY URZAD.WTR.PN GSI RZEM!	POLONEZ/FSO	10	2,39	5901874260031
0US032861/S	032861/S	USZCZELKA GLOWICY PN 1600 SCIEZKA SILKON	POLONEZ/FSO	1	39,44	5901874263063
0US051579	051579	USZCZELKA URZADZENIA WTR.PN MR ABIMEX...	POLONEZ/FSO	0	1,54	5901874260000
0US051590/1	051590/1	USZCZELKA FILTRA POWIET.DOL.WTRYSK ABIM	POLONEZ/FSO	10	1,28	5901874260048
0US051591/1	051591/1	USZCZELKA FILTRA POW.PN ABIM. 2-OTWORY	POLONEZ/FSO	5	2,54	5901874260024
0US052101	052101	USZCZELKA GLOWICY PN 1600 MORPAK	POLONEZ/FSO	7	48,95	
0US053612	053612	USZCZELKA RURA-TLUMIK PN CARO...........	POLONEZ/FSO	11	2,41	5901874263162
0US054247/1	054247/1	USZCZELKA KOL.WYD.-RURA PN DIES.-RZEM!!!	POLONEZ/FSO	0	1,48	5901874260260
0US055102/1	055102/1	USZCZELKA KOLEK.WYD.PN DIES.- RZEMIOSLO!	POLONEZ/FSO	7	1,70	5901874260420
0US055108/03-9940	055108/03-9940	USZCZELKA POKRYWY ZAWO.PN DIESEL RZEM!!!	POLONEZ/FSO	0	6,09	5901874260390
0US056945	056945	USZCZELKA GLOWICY PN 1600 GOETZE!!  ...	POLONEZ/FSO	0	48,71	
0US060176	060176	USZCZELKA RURA-TLUMIK PN ROVER .........	POLONEZ/FSO	4	1,74	5901874260284
0US060561	060561	USZCZELKA P-PY PALIWA PN WTRYSK/ROVER ..	POLONEZ/FSO	0	18,36	
0US065500/1	065500/1	USZCZELKA URZADZENIA WTR.BOSCH  RZEM!!!!	POLONEZ/FSO	0	1,09	5901874260017
0US065502/1	065502/1	USZCZELKA FIL.POW.PN BOSCH 3-OTW.NA SRUB	POLONEZ/FSO	5	2,01	5901874260055
0US076442	076442	USZCZELKA KOLEK.SSACEGO PN MPI /W.WTRYSK	POLONEZ/FSO	0	9,25	2600350420374
0US10157	10157	USZCZELKA MIARKI OLEJU PN      .........	POLONEZ/FSO	17	0,58	5906365393670
0US12010689	12010689	USZCZELNIACZ PRZOD SILN.PN CORTECO10689	POLONEZ/FSO	0	4,87	3358960106896
0US12014265	12014265	USZCZELNIACZ ZAWOROW PN CORTECO ........	POLONEZ/FSO	0	6,35	3358960142658
0US4025564M1300	4025564M1300	USZCZELKA GUMOWA MISY POLKSIEZYC FSO PN.	POLONEZ/FSO	0	1,17	
0US4025572	4025572	USZCZELKA POKRYWY ROZRZADU PN ..........	POLONEZ/FSO	5	1,20	5901874263087
0US4025574	4025574	USZCZELKA TYLNEJ OPRAWY WALU PN  .......	POLONEZ/FSO	3	1,07	5901874263407
0US4025578	4025578	USZCZELKA ODPOWIETRZNIKA SILNIKA FSO  ..	POLONEZ/FSO	3	0,94	5901874263476
0US4025775	4025775	USZCZELKA POD POMPE WODY FSO   .........	POLONEZ/FSO	20	0,90	5901874263179
0US4025776	4025776	USZCZELKA DO P-PY WODY FSO     .........	POLONEZ/FSO	4	1,00	5901874263193
0US4025778	4025778	USZCZELKA OBUDOWY TERMOSTATU PN/ FSO	POLONEZ/FSO	28	0,65	5901874263216
0US4026063	4026063	USZCZELKA POD PRZEWOD P-PY OLEJU FSO ...	POLONEZ/FSO	26	0,10	
0US4026077	4026077	USZCZELKA P-PY OLEJU FSO       .........	POLONEZ/FSO	0	0,23	
0US4027727/1	4027727/1	USZCZELKA MISY KRZYWA PN RZEMIOSLO......	POLONEZ/FSO	0	0,75	
0US4027732/1	4027732/1	USZCZELKA POKR.ZAWOROW PN RZEMIOSLO	POLONEZ/FSO	>30	5,37	5901874263070
0US4027732MORPAK	4027732MORPAK	USZCZELKA POKR.ZAWOROW PN MORPAK	POLONEZ/FSO	6	5,91	
0US4048117	4048117	USZCZELKA POKRYWY ALUM.GAZNIKA PN/FSO...	POLONEZ/FSO	0	0,40	5901874263254
0US4056225	4056225	USZCZELKA POD BLACHE WODZIKA.  .........	POLONEZ/FSO	0	0,16	
0US4061096	4061096	USZCZELKA RURY PODWOJNEJ FSO       ....	POLONEZ/FSO	5	2,46	5901874263148
0US4072291/2	4072291/2	USZCZELKI KOLEKTORA WYD.PN KOMPLET	POLONEZ/FSO	14	5,76	5901874263124
0US4076865	4076865	USZCZELKA POD APARAT ZAPLONOWY OKRAGLAPN	POLONEZ/FSO	0	0,37	5901874263285
0US4081257	4081257	USZCZELKA P-PY PALIWA 1.2     .........	POLONEZ/FSO	20	0,58	5901874261182
0US4081258	4081258	USZCZELKA P-PY PALIWA 0,7 P20	POLONEZ/FSO	>30	0,54	5901874261175
0US4089702	4089702	USZCZELKA POKRYWY TERMOST FSO  .........	POLONEZ/FSO	10	0,70	5901874263223
0US4127665/70	4127665/70	USZCZELKI KOLEKTORA SSACEGO PN KOMPLET	POLONEZ/FSO	28	2,61	5901874260130
0US4127681	4127681	USZCZELKA POD GAZNIK FSO,PN    .........	POLONEZ/FSO	7	0,80	5901874263278
0US4143730	4143730	USZCZELKA P-PY PALIWA 0,3 P 20 ........	POLONEZ/FSO	>30	0,54	5901874261168
0US4158122/1	4158122/1	USZCZELKA BAGAZNIKA FSO RZEMIOSLO	POLONEZ/FSO	0	8,27	
0US4321343	4321343	USZCZELKA MOSTU KWADRATOWEGO PN	POLONEZ/FSO	13	2,80	5901874263391
0US4355845	4355845	USZCZELKA POKRYWY TERMOSTATU PN   ......	POLONEZ/FSO	16	0,76	5901874263230
0US4356769	4356769	USZCZELKA GORNEJ POKR.SK.BIEGOW PN......	POLONEZ/FSO	>30	0,35	
0US4357476	4357476	USZCZELKA DO P-PY WODY PN      .........	POLONEZ/FSO	6	1,02	5901874263209
0US4357719	4357719	USZCZELKA POD POMPE WODY PN    .........	POLONEZ/FSO	9	0,90	5901874263186
0US4377269	4377269	USZCZELKA GLOW.PN 1500 FABRYCZNA GRAFITO	POLONEZ/FSO	2	46,43	
0US4377269/S	4377269/S	USZCZELKA GLOW.PN 1500 SILIC.RZEMIOSLO.	POLONEZ/FSO	0	19,14	5901874263049
0US4381881	4381881	USZCZELKA WSPORNIKA FILTRA OLEJU.PN.....	POLONEZ/FSO	5	1,14	5901874263353
0US811134	811134	USZCZELKA POD NAPED SZYBKOSCIOMIERZA PN.	POLONEZ/FSO	0	0,22	5901874261243
0US99147746	99147746	USZCZELKA DO GAZNIKA-KOMOR.PLYWAKA PN...	POLONEZ/FSO	0	1,07	5901874263261
0UST-11A/1	T-11A/1	USZCZELKA BAGAZNIKA PN CARO STOMIL SANOK	POLONEZ/FSO	0	33,50	
0UST-11A/6	T-11A/6	USZCZELKA BAGAZNIKA CARO T-11A/6 SAN.25M	POLONEZ/FSO	1	259,84	
0USUK47	UK47	USZCZELKA RURY PODWOJNEJ PN        .....	POLONEZ/FSO	10	2,28	5901874263155
0USZ-1397	Z-1397	USZCZELKA ZAWORU NAGRZEWNICY   .........	POLONEZ/FSO	0	0,87	
0USZ-3641/4	Z-3641/4	USZCZELKA MISY OLEJU PN RZEM!!!-GUM.KPL	POLONEZ/FSO	5	12,25	5901874263117
0WA057227	057227	WALEK POSREDNI CARO 94 3 KROPK .........	POLONEZ/FSO	1	138,17	
0WI0053611	0053611	WIESZAK TLUMIKA ZAMIENNIK FIS873-920	POLONEZ/FSO	0	2,04	5905133219235
0WI0053611G	0053611G	WIESZAK TLUMIKA SROD.PN CARO 2OTW.GUMEX!	POLONEZ/FSO	0	1,77	5907595780391
0WI053615	053615	WIESZAK TLUMIKA TYL PN CARO 4 OTW.RZEMI.	POLONEZ/FSO	0	1,17	
0WI4050791	4050791	WIDELKI ZAMKA WLEWU PALIWA PN ......	POLONEZ/FSO	13	4,58	
0WI4112293/1	4112293/1	WIESZAK TLUMIKA TYL PN/FSO RZEMIOSLO.	POLONEZ/FSO	0	1,34	9000000247024
0WI4126729	4126729	WIESZAK TLUMIKA SROD.Z HACZYKAMI RZEM.PN	POLONEZ/FSO	0	3,73	
0WI4386886	4386886	WIESZAK RESORA PN FABRYCZNY  .........	POLONEZ/FSO	0	3,48	
0WK4135445	4135445	WKLAD LINKI SZYBKOSCIOMIERZA FSO PN	POLONEZ/FSO	>30	2,58	
0WKRE025.07	RE025.07	WKLAD REFLEKTORA PN MIJANIA WESEM ZWYKLY	POLONEZ/FSO	1	43,74	5905445025074
0WKRE026.07	RE026.07	WKLAD REFLEKTORA PN DLUGI WESEM ZWYKLY	POLONEZ/FSO	0	39,04	5905445026071
0WKRE027.07H4	RE027.07H4	WKLAD REFLEKTORA PN MIJANIA H4 WESEM	POLONEZ/FSO	4	44,79	5905445027078
0WKRE028.07H4	RE028.07H4	WKLAD REFLEKTORA PN DLUGI H4 WESEM	POLONEZ/FSO	11	41,78	5905445028075
MOT16WUK02	16WUK02	WSPORNIK KIEROWNICZY PN LUKAS MOTOTECHN	MOTOTECHNIKA	29	84,54	5906031420464
0WS4202472	4202472	WSPORNIK ZACISKU H-CA PN,FSO FABRYCZNY.	POLONEZ/FSO	0	22,99	
MOT16WUK01	16WUK01	WSPORNIK KIER.PN 16WUK01 RZEM BIELSKO	MOTOTECHNIKA	29	69,62	5906031420440
0WS43802833	43802833	WSPORNIK AMORTYZATORA TYL PN          .	POLONEZ/FSO	0	5,57	
0WY0033347/1	0033347/1	WYLACZNIK SW.GLOW.PN S.TYP WAT .......	POLONEZ/FSO	7	9,94	
0WY077405	077405	WYLACZNIK WYC.SZ.TYL I SPR.PLUS-APE11 Z	POLONEZ/FSO	0	31,77	
0WY10427/3	10427/3	WYLACZNIK KRANC.ALAR.METAL.DLUGI........	POLONEZ/FSO	0	5,78	
0WY451.00.00	451.00.00	WYLACZNIK SW.GLOWNYCH PN CARO BURSZTYN .	POLONEZ/FSO	3	16,98	
0WY511.00.00	511.00.00	WYLACZNIK SWIATEL GLOWNYCH PN ST.T.FABR.	POLONEZ/FSO	13	11,41	
0WY512.00.00	512.00.00	WYLACZNIK DMUCHAWY PN SZEROKI	POLONEZ/FSO	0	11,81	
0WY5626400/1	5626400/1	WYLACZNIK SWIATLA COF.V PN RZEMIOSLO	POLONEZ/FSO	11	25,85	
0WY56264392/1	56264392/1	WYLACZNIK SWIATLA COFANIA PN PLUS RZEM!!	POLONEZ/FSO	3	50,96	
0WYAPE10/B	APE10/B	WYLACZNIK DMUCH. 4 SK. CARO OPOLE 062961	POLONEZ/FSO	0	49,17	
0WYH-166-1	H-166-1	WYLACZNIK DMUCH.PLYNNY CARO HYBR.058514	POLONEZ/FSO	0	20,98	
0WZ0062792	0062792	WZMOCNIENIE BLOT.TYL PN ATU PR .........	POLONEZ/FSO	0	69,60	
0ZA034923	034923	ZASLEPKA WALKA ROZRZADU 55  PN .........	POLONEZ/FSO	0	1,96	
0ZA040023/1	040023/1	ZAPALNICZKA PN FSO RZEMIOSLO KOMPLETNA .	POLONEZ/FSO	10	6,01	5901225422705
0ZA040023/3	040023/3	ZAPALNICZKA PN FSO PODSWIETL.KPL.42269	POLONEZ/FSO	9	8,53	
0ZA041495/AL	041495/AL	ZAMEK BURTY TYLNEJ TR.ZB-01A ALUM.SZER	POLONEZ/FSO	15	24,27	5907803304029
0ZA041495/ZB	041495/ZB	ZAMEK BURTY TYLNEJ TRU.ZB-01 /DRUT/...	POLONEZ/FSO	30	19,71	5907803304012
0ZA054427/1	054427/1	ZACZEP POLKI PN PRAWY KROTKI RZEMIOSLO..	POLONEZ/FSO	0	0,17	
0ZA058169/1	058169/1	ZAWOR NAGRZEWNICY PN N.T MR93 RZEMIOSLO	POLONEZ/FSO	0	25,60	
0ZA10886	10886	ZAMEK BAGAZNIKA FIAT 125P KOMBI/PN CARGO	POLONEZ/FSO	0	68,36	
0ZA1170664	1170664	ZABEZPIECZENIE CIEG.MECH.WYC.DUZE PN	POLONEZ/FSO	0	4,87	
0ZA14196170	14196170	ZAMEK ZAWOROW FSO              .........	POLONEZ/FSO	>30	0,11	
0ZA4089698	4089698	ZABEZPIECZ KOLA FILTR.ODSR.FSO	POLONEZ/FSO	0	0,24	
0ZA4169535	4169535	ZAMEK WLEWU PALIWA PN          .........	POLONEZ/FSO	7	24,90	
0ZA4329801	4329801	ZASLEPKA BLOKU MALA/32/.................	POLONEZ/FSO	0	1,31	
0ZA4370662/1	4370662/1	ZACZEP POLKI PN N.TYP SROD 29C .........	POLONEZ/FSO	0	0,30	5905907951491
